"","weeks","type","age_group","cases","inc"
"1",1,"nonsevere","0-17 years",8568,787.5
"2",1,"nonsevere","18-29 years",5051,643.43949044586
"3",1,"nonsevere","30-49 years",1990,151.850438763831
"4",1,"nonsevere","50-64 years",1129,120.877944325482
"5",1,"nonsevere","65-74 years",628,121.352657004831
"6",1,"nonsevere","75+ years",717,196.438356164384
"7",1,"severe","0-17 years",0,0
"8",1,"severe","18-29 years",1,0.127388535031847
"9",1,"severe","30-49 years",0,0
"10",1,"severe","50-64 years",7,0.749464668094218
"11",1,"severe","65-74 years",10,1.93236714975845
"12",1,"severe","75+ years",19,5.2054794520548
"13",2,"nonsevere","0-17 years",11088,1019.11764705882
"14",2,"nonsevere","18-29 years",7618,970.445859872611
"15",2,"nonsevere","30-49 years",2891,220.602823349866
"16",2,"nonsevere","50-64 years",1663,178.051391862955
"17",2,"nonsevere","65-74 years",915,176.811594202899
"18",2,"nonsevere","75+ years",999,273.698630136986
"19",2,"severe","0-17 years",0,0
"20",2,"severe","18-29 years",0,0
"21",2,"severe","30-49 years",3,0.228920259442961
"22",2,"severe","50-64 years",4,0.428265524625268
"23",2,"severe","65-74 years",9,1.73913043478261
"24",2,"severe","75+ years",26,7.12328767123288
"25",3,"nonsevere","0-17 years",15058,1384.00735294118
"26",3,"nonsevere","18-29 years",11133,1418.21656050955
"27",3,"nonsevere","30-49 years",4093,312.323540633346
"28",3,"nonsevere","50-64 years",2507,268.415417558887
"29",3,"nonsevere","65-74 years",1220,235.748792270531
"30",3,"nonsevere","75+ years",1367,374.520547945205
"31",3,"severe","0-17 years",0,0
"32",3,"severe","18-29 years",2,0.254777070063694
"33",3,"severe","30-49 years",2,0.152613506295307
"34",3,"severe","50-64 years",9,0.963597430406852
"35",3,"severe","65-74 years",18,3.47826086956522
"36",3,"severe","75+ years",39,10.6849315068493
"37",4,"nonsevere","0-17 years",21186,1947.24264705882
"38",4,"nonsevere","18-29 years",15665,1995.54140127389
"39",4,"nonsevere","30-49 years",5786,441.510873712324
"40",4,"nonsevere","50-64 years",3517,376.552462526767
"41",4,"nonsevere","65-74 years",1818,351.304347826087
"42",4,"nonsevere","75+ years",1979,542.191780821918
"43",4,"severe","0-17 years",0,0
"44",4,"severe","18-29 years",4,0.509554140127389
"45",4,"severe","30-49 years",5,0.381533765738268
"46",4,"severe","50-64 years",15,1.60599571734475
"47",4,"severe","65-74 years",20,3.86473429951691
"48",4,"severe","75+ years",59,16.1643835616438
"49",5,"nonsevere","0-17 years",25572,2350.36764705882
"50",5,"nonsevere","18-29 years",19239,2450.82802547771
"51",5,"nonsevere","30-49 years",7285,555.894696680656
"52",5,"nonsevere","50-64 years",4484,480.085653104925
"53",5,"nonsevere","65-74 years",2282,440.966183574879
"54",5,"nonsevere","75+ years",2445,669.86301369863
"55",5,"severe","0-17 years",0,0
"56",5,"severe","18-29 years",5,0.636942675159236
"57",5,"severe","30-49 years",8,0.610454025181228
"58",5,"severe","50-64 years",16,1.71306209850107
"59",5,"severe","65-74 years",19,3.67149758454106
"60",5,"severe","75+ years",53,14.5205479452055
"61",6,"nonsevere","0-17 years",26809,2464.0625
"62",6,"nonsevere","18-29 years",19704,2510.06369426752
"63",6,"nonsevere","30-49 years",7848,598.855398702785
