"","weeks","type","age_group","cases","inc"
"1",1,"nonsevere","0-17 years",8507,781.893382352941
"2",1,"nonsevere","18-29 years",4908,625.222929936306
"3",1,"nonsevere","30-49 years",1886,143.914536436475
"4",1,"nonsevere","50-64 years",1078,115.41755888651
"5",1,"nonsevere","65-74 years",687,132.753623188406
"6",1,"nonsevere","75+ years",695,190.41095890411
"7",1,"severe","0-17 years",0,0
"8",1,"severe","18-29 years",1,0.127388535031847
"9",1,"severe","30-49 years",1,0.0763067531476536
"10",1,"severe","50-64 years",3,0.321199143468951
"11",1,"severe","65-74 years",7,1.35265700483092
"12",1,"severe","75+ years",11,3.01369863013699
"13",2,"nonsevere","0-17 years",11037,1014.43014705882
"14",2,"nonsevere","18-29 years",7429,946.369426751592
"15",2,"nonsevere","30-49 years",2841,216.787485692484
"16",2,"nonsevere","50-64 years",1728,185.010706638116
"17",2,"nonsevere","65-74 years",886,171.207729468599
"18",2,"nonsevere","75+ years",974,266.849315068493
"19",2,"severe","0-17 years",0,0
"20",2,"severe","18-29 years",2,0.254777070063694
"21",2,"severe","30-49 years",4,0.305227012590614
"22",2,"severe","50-64 years",6,0.642398286937902
"23",2,"severe","65-74 years",12,2.31884057971015
"24",2,"severe","75+ years",14,3.83561643835616
"25",3,"nonsevere","0-17 years",15238,1400.55147058824
"26",3,"nonsevere","18-29 years",11008,1402.29299363057
"27",3,"nonsevere","30-49 years",4129,315.070583746662
"28",3,"nonsevere","50-64 years",2457,263.062098501071
"29",3,"nonsevere","65-74 years",1276,246.570048309179
"30",3,"nonsevere","75+ years",1407,385.479452054795
"31",3,"severe","0-17 years",0,0
"32",3,"severe","18-29 years",3,0.382165605095541
"33",3,"severe","30-49 years",6,0.457840518885921
"34",3,"severe","50-64 years",17,1.82012847965739
"35",3,"severe","65-74 years",13,2.51207729468599
"36",3,"severe","75+ years",39,10.6849315068493
"37",4,"nonsevere","0-17 years",21216,1950
"38",4,"nonsevere","18-29 years",15610,1988.53503184713
"39",4,"nonsevere","30-49 years",5817,443.876383059901
"40",4,"nonsevere","50-64 years",3553,380.406852248394
"41",4,"nonsevere","65-74 years",1817,351.111111111111
"42",4,"nonsevere","75+ years",1966,538.630136986301
"43",4,"severe","0-17 years",0,0
"44",4,"severe","18-29 years",5,0.636942675159236
"45",4,"severe","30-49 years",4,0.305227012590614
"46",4,"severe","50-64 years",12,1.2847965738758
"47",4,"severe","65-74 years",21,4.05797101449275
"48",4,"severe","75+ years",55,15.0684931506849
"49",5,"nonsevere","0-17 years",25730,2364.88970588235
"50",5,"nonsevere","18-29 years",19098,2432.86624203822
"51",5,"nonsevere","30-49 years",7334,559.633727584891
"52",5,"nonsevere","50-64 years",4382,469.164882226981
"53",5,"nonsevere","65-74 years",2261,436.908212560386
"54",5,"nonsevere","75+ years",2481,679.72602739726
"55",5,"severe","0-17 years",0,0
"56",5,"severe","18-29 years",4,0.509554140127389
"57",5,"severe","30-49 years",5,0.381533765738268
"58",5,"severe","50-64 years",20,2.14132762312634
"59",5,"severe","65-74 years",16,3.09178743961353
"60",5,"severe","75+ years",43,11.7808219178082
"61",6,"nonsevere","0-17 years",26649,2449.35661764706
"62",6,"nonsevere","18-29 years",19777,2519.36305732484
"63",6,"nonsevere","30-49 years",7742,590.766882869134
"64",6,"nonsevere","50-64 years",4752,508.779443254818
"65",6,"nonsevere","65-74 years",2479,479.033816425121
"66",6,"nonsevere","75+ years",2645,724.657534246575
"67",6,"severe","0-17 years",0,0
"68",6,"severe","18-29 years",3,0.382165605095541
"69",6,"severe","30-49 years",8,0.610454025181228
"70",6,"severe","50-64 years",23,2.46252676659529
"71",6,"severe","65-74 years",28,5.41062801932367
"72",6,"severe","75+ years",47,12.8767123287671
"73",7,"nonsevere","0-17 years",27602,2536.94852941176
"74",7,"nonsevere","18-29 years",20488,2609.93630573248
"75",7,"nonsevere","30-49 years",8225,627.623044639451
"76",7,"nonsevere","50-64 years",5084,544.325481798715
"77",7,"nonsevere","65-74 years",2634,508.985507246377
"78",7,"nonsevere","75+ years",2835,776.712328767123
"79",7,"severe","0-17 years",0,0
"80",7,"severe","18-29 years",4,0.509554140127389
"81",7,"severe","30-49 years",9,0.686760778328882
"82",7,"severe","50-64 years",17,1.82012847965739
"83",7,"severe","65-74 years",29,5.60386473429952
"84",7,"severe","75+ years",64,17.5342465753425
"85",8,"nonsevere","0-17 years",28078,2580.69852941176
"86",8,"nonsevere","18-29 years",20535,2615.92356687898
"87",8,"nonsevere","30-49 years",8849,675.238458603586
"88",8,"nonsevere","50-64 years",5350,572.805139186295
"89",8,"nonsevere","65-74 years",2739,529.275362318841
"90",8,"nonsevere","75+ years",2960,810.958904109589
"91",8,"severe","0-17 years",0,0
"92",8,"severe","18-29 years",4,0.509554140127389
"93",8,"severe","30-49 years",12,0.915681037771843
"94",8,"severe","50-64 years",17,1.82012847965739
"95",8,"severe","65-74 years",35,6.76328502415459
"96",8,"severe","75+ years",77,21.0958904109589
"97",9,"nonsevere","0-17 years",28601,2628.76838235294
"98",9,"nonsevere","18-29 years",21065,2683.43949044586
"99",9,"nonsevere","30-49 years",9047,690.347195726822
"100",9,"nonsevere","50-64 years",5713,611.670235546039
"101",9,"nonsevere","65-74 years",2900,560.386473429952
"102",9,"nonsevere","75+ years",3190,873.972602739726
"103",9,"severe","0-17 years",0,0
"104",9,"severe","18-29 years",4,0.509554140127389
"105",9,"severe","30-49 years",8,0.610454025181228
"106",9,"severe","50-64 years",32,3.42612419700214
"107",9,"severe","65-74 years",33,6.3768115942029
"108",9,"severe","75+ years",53,14.5205479452055
"109",10,"nonsevere","0-17 years",32196,2959.19117647059
"110",10,"nonsevere","18-29 years",23609,3007.51592356688
"111",10,"nonsevere","30-49 years",10465,798.550171690195
"112",10,"nonsevere","50-64 years",6554,701.713062098501
"113",10,"nonsevere","65-74 years",3323,642.125603864734
"114",10,"nonsevere","75+ years",3621,992.054794520548
"115",10,"severe","0-17 years",0,0
"116",10,"severe","18-29 years",4,0.509554140127389
"117",10,"severe","30-49 years",8,0.610454025181228
"118",10,"severe","50-64 years",26,2.78372591006424
"119",10,"severe","65-74 years",34,6.57004830917874
"120",10,"severe","75+ years",73,20
"121",11,"nonsevere","0-17 years",35275,3242.1875
"122",11,"nonsevere","18-29 years",25763,3281.91082802548
"123",11,"nonsevere","30-49 years",11745,896.222815719191
"124",11,"nonsevere","50-64 years",7508,803.854389721627
"125",11,"nonsevere","65-74 years",3920,757.487922705314
"126",11,"nonsevere","75+ years",3996,1094.79452054795
"127",11,"severe","0-17 years",0,0
"128",11,"severe","18-29 years",7,0.89171974522293
"129",11,"severe","30-49 years",7,0.534147272033575
"130",11,"severe","50-64 years",37,3.96145610278373
"131",11,"severe","65-74 years",38,7.34299516908213
"132",11,"severe","75+ years",103,28.2191780821918
"133",12,"nonsevere","0-17 years",37368,3434.55882352941
"134",12,"nonsevere","18-29 years",27294,3476.94267515924
"135",12,"nonsevere","30-49 years",13034,994.582220526517
"136",12,"nonsevere","50-64 years",8356,894.646680942184
"137",12,"nonsevere","65-74 years",4241,819.51690821256
"138",12,"nonsevere","75+ years",4487,1229.31506849315
"139",12,"severe","0-17 years",0,0
"140",12,"severe","18-29 years",5,0.636942675159236
"141",12,"severe","30-49 years",11,0.839374284624189
"142",12,"severe","50-64 years",27,2.89079229122056
"143",12,"severe","65-74 years",37,7.14975845410628
"144",12,"severe","75+ years",114,31.2328767123288
"145",13,"nonsevere","0-17 years",37938,3486.94852941176
"146",13,"nonsevere","18-29 years",27925,3557.32484076433
"147",13,"nonsevere","30-49 years",14131,1078.29072872949
"148",13,"nonsevere","50-64 years",8771,939.079229122056
"149",13,"nonsevere","65-74 years",4723,912.657004830918
"150",13,"nonsevere","75+ years",4743,1299.45205479452
"151",13,"severe","0-17 years",0,0
"152",13,"severe","18-29 years",8,1.01910828025478
"153",13,"severe","30-49 years",24,1.83136207554369
"154",13,"severe","50-64 years",40,4.28265524625268
"155",13,"severe","65-74 years",52,10.048309178744
"156",13,"severe","75+ years",97,26.5753424657534
"157",14,"nonsevere","0-17 years",36845,3386.48897058824
"158",14,"nonsevere","18-29 years",27446,3496.30573248408
"159",14,"nonsevere","30-49 years",14332,1093.62838611217
"160",14,"nonsevere","50-64 years",9160,980.728051391863
"161",14,"nonsevere","65-74 years",4696,907.43961352657
"162",14,"nonsevere","75+ years",4802,1315.61643835616
"163",14,"severe","0-17 years",0,0
"164",14,"severe","18-29 years",6,0.764331210191083
"165",14,"severe","30-49 years",12,0.915681037771843
"166",14,"severe","50-64 years",37,3.96145610278373
"167",14,"severe","65-74 years",38,7.34299516908213
"168",14,"severe","75+ years",73,20
"169",15,"nonsevere","0-17 years",34563,3176.74632352941
"170",15,"nonsevere","18-29 years",26127,3328.28025477707
"171",15,"nonsevere","30-49 years",14242,1086.76077832888
"172",15,"nonsevere","50-64 years",9235,988.758029978587
"173",15,"nonsevere","65-74 years",4532,875.748792270531
"174",15,"nonsevere","75+ years",4619,1265.47945205479
"175",15,"severe","0-17 years",0,0
"176",15,"severe","18-29 years",8,1.01910828025478
"177",15,"severe","30-49 years",11,0.839374284624189
"178",15,"severe","50-64 years",30,3.21199143468951
"179",15,"severe","65-74 years",47,9.08212560386473
"180",15,"severe","75+ years",110,30.1369863013699
"181",16,"nonsevere","0-17 years",31197,2867.37132352941
"182",16,"nonsevere","18-29 years",23308,2969.17197452229
"183",16,"nonsevere","30-49 years",13379,1020.90805036246
"184",16,"nonsevere","50-64 years",8417,901.17773019272
"185",16,"nonsevere","65-74 years",4221,815.652173913044
"186",16,"nonsevere","75+ years",4221,1156.43835616438
"187",16,"severe","0-17 years",0,0
"188",16,"severe","18-29 years",4,0.509554140127389
"189",16,"severe","30-49 years",7,0.534147272033575
"190",16,"severe","50-64 years",31,3.31905781584582
"191",16,"severe","65-74 years",40,7.72946859903382
"192",16,"severe","75+ years",97,26.5753424657534
"193",17,"nonsevere","0-17 years",27270,2506.43382352941
"194",17,"nonsevere","18-29 years",20255,2580.25477707006
"195",17,"nonsevere","30-49 years",12081,921.861884776803
"196",17,"nonsevere","50-64 years",7692,823.55460385439
"197",17,"nonsevere","65-74 years",3845,742.995169082126
"198",17,"nonsevere","75+ years",3606,987.945205479452
"199",17,"severe","0-17 years",0,0
"200",17,"severe","18-29 years",4,0.509554140127389
"201",17,"severe","30-49 years",8,0.610454025181228
"202",17,"severe","50-64 years",24,2.56959314775161
"203",17,"severe","65-74 years",35,6.76328502415459
"204",17,"severe","75+ years",77,21.0958904109589
"205",18,"nonsevere","0-17 years",25430,2337.31617647059
"206",18,"nonsevere","18-29 years",18952,2414.26751592357
"207",18,"nonsevere","30-49 years",11312,863.181991606257
"208",18,"nonsevere","50-64 years",7179,768.629550321199
"209",18,"nonsevere","65-74 years",3588,693.333333333333
"210",18,"nonsevere","75+ years",3554,973.698630136986
"211",18,"severe","0-17 years",0,0
