"","weeks","type","age_group","cases","inc"
"1",1,"nonsevere","0-17 years",8794,808.272058823529
"2",1,"nonsevere","18-29 years",4851,617.96178343949
"3",1,"nonsevere","30-49 years",1888,144.06714994277
"4",1,"nonsevere","50-64 years",993,106.316916488223
"5",1,"nonsevere","65-74 years",674,130.24154589372
"6",1,"nonsevere","75+ years",706,193.424657534247
"7",1,"severe","0-17 years",0,0
"8",1,"severe","18-29 years",1,0.127388535031847
"9",1,"severe","30-49 years",2,0.152613506295307
"10",1,"severe","50-64 years",5,0.535331905781585
"11",1,"severe","65-74 years",4,0.772946859903382
"12",1,"severe","75+ years",22,6.02739726027397
"13",2,"nonsevere","0-17 years",11287,1037.40808823529
"14",2,"nonsevere","18-29 years",7217,919.363057324841
"15",2,"nonsevere","30-49 years",2714,207.096528042732
"16",2,"nonsevere","50-64 years",1446,154.817987152034
"17",2,"nonsevere","65-74 years",902,174.299516908213
"18",2,"nonsevere","75+ years",961,263.287671232877
"19",2,"severe","0-17 years",0,0
"20",2,"severe","18-29 years",0,0
"21",2,"severe","30-49 years",1,0.0763067531476536
"22",2,"severe","50-64 years",2,0.214132762312634
"23",2,"severe","65-74 years",7,1.35265700483092
"24",2,"severe","75+ years",15,4.10958904109589
"25",3,"nonsevere","0-17 years",14802,1360.47794117647
"26",3,"nonsevere","18-29 years",10436,1329.42675159236
"27",3,"nonsevere","30-49 years",3756,286.608164822587
"28",3,"nonsevere","50-64 years",2032,217.558886509636
"29",3,"nonsevere","65-74 years",1234,238.454106280193
"30",3,"nonsevere","75+ years",1299,355.890410958904
"31",3,"severe","0-17 years",0,0
"32",3,"severe","18-29 years",2,0.254777070063694
"33",3,"severe","30-49 years",7,0.534147272033575
"34",3,"severe","50-64 years",6,0.642398286937902
"35",3,"severe","65-74 years",11,2.1256038647343
"36",3,"severe","75+ years",29,7.94520547945205
"37",4,"nonsevere","0-17 years",20153,1852.29779411765
"38",4,"nonsevere","18-29 years",14514,1848.91719745223
"39",4,"nonsevere","30-49 years",5371,409.843571156047
"40",4,"nonsevere","50-64 years",2939,314.668094218415
"41",4,"nonsevere","65-74 years",1733,334.87922705314
"42",4,"nonsevere","75+ years",1813,496.712328767123
"43",4,"severe","0-17 years",0,0
"44",4,"severe","18-29 years",2,0.254777070063694
"45",4,"severe","30-49 years",4,0.305227012590614
"46",4,"severe","50-64 years",12,1.2847965738758
"47",4,"severe","65-74 years",18,3.47826086956522
"48",4,"severe","75+ years",38,10.4109589041096
"49",5,"nonsevere","0-17 years",24925,2290.90073529412
"50",5,"nonsevere","18-29 years",18086,2303.94904458599
"51",5,"nonsevere","30-49 years",6914,527.584891262877
"52",5,"nonsevere","50-64 years",3682,394.218415417559
"53",5,"nonsevere","65-74 years",2182,421.642512077295
"54",5,"nonsevere","75+ years",2317,634.794520547945
"55",5,"severe","0-17 years",0,0
"56",5,"severe","18-29 years",7,0.89171974522293
"57",5,"severe","30-49 years",6,0.457840518885921
"58",5,"severe","50-64 years",11,1.17773019271949
"59",5,"severe","65-74 years",22,4.2512077294686
"60",5,"severe","75+ years",55,15.0684931506849
"61",6,"nonsevere","0-17 years",27830,2557.90441176471
"62",6,"nonsevere","18-29 years",20293,2585.09554140127
"63",6,"nonsevere","30-49 years",7772,593.056085463564
"64",6,"nonsevere","50-64 years",4321,462.633832976445
"65",6,"nonsevere","65-74 years",2451,473.623188405797
"66",6,"nonsevere","75+ years",2665,730.13698630137
"67",6,"severe","0-17 years",0,0
"68",6,"severe","18-29 years",3,0.382165605095541
"69",6,"severe","30-49 years",4,0.305227012590614
"70",6,"severe","50-64 years",19,2.03426124197002
"71",6,"severe","65-74 years",20,3.86473429951691
"72",6,"severe","75+ years",52,14.2465753424658
