"","weeks","type","age_group","cases","inc"
"1",1,"nonsevere","0-17 years",8890,817.095588235294
"2",1,"nonsevere","18-29 years",4977,634.012738853503
"3",1,"nonsevere","30-49 years",2009,153.300267073636
"4",1,"nonsevere","50-64 years",1301,139.293361884368
"5",1,"nonsevere","65-74 years",697,134.685990338164
"6",1,"nonsevere","75+ years",711,194.794520547945
"7",1,"severe","0-17 years",0,0
"8",1,"severe","18-29 years",1,0.127388535031847
"9",1,"severe","30-49 years",4,0.305227012590614
"10",1,"severe","50-64 years",5,0.535331905781585
"11",1,"severe","65-74 years",5,0.966183574879227
"12",1,"severe","75+ years",11,3.01369863013699
"13",2,"nonsevere","0-17 years",11318,1040.25735294118
"14",2,"nonsevere","18-29 years",7532,959.490445859873
"15",2,"nonsevere","30-49 years",2885,220.144982830981
"16",2,"nonsevere","50-64 years",1875,200.749464668094
"17",2,"nonsevere","65-74 years",932,180.096618357488
"18",2,"nonsevere","75+ years",933,255.616438356164
"19",2,"severe","0-17 years",0,0
"20",2,"severe","18-29 years",8,1.01910828025478
"21",2,"severe","30-49 years",1,0.0763067531476536
"22",2,"severe","50-64 years",6,0.642398286937902
"23",2,"severe","65-74 years",9,1.73913043478261
"24",2,"severe","75+ years",19,5.2054794520548
"25",3,"nonsevere","0-17 years",14530,1335.47794117647
"26",3,"nonsevere","18-29 years",10463,1332.86624203822
"27",3,"nonsevere","30-49 years",3993,304.692865318581
"28",3,"nonsevere","50-64 years",2739,293.254817987152
"29",3,"nonsevere","65-74 years",1235,238.647342995169
"30",3,"nonsevere","75+ years",1390,380.821917808219
"31",3,"severe","0-17 years",0,0
"32",3,"severe","18-29 years",2,0.254777070063694
"33",3,"severe","30-49 years",1,0.0763067531476536
"34",3,"severe","50-64 years",18,1.9271948608137
"35",3,"severe","65-74 years",12,2.31884057971015
"36",3,"severe","75+ years",35,9.58904109589041
"37",4,"nonsevere","0-17 years",19556,1797.42647058824
"38",4,"nonsevere","18-29 years",14295,1821.01910828025
"39",4,"nonsevere","30-49 years",5573,425.257535291873
"40",4,"nonsevere","50-64 years",3767,403.319057815846
"41",4,"nonsevere","65-74 years",1727,333.719806763285
"42",4,"nonsevere","75+ years",1910,523.287671232877
"43",4,"severe","0-17 years",0,0
"44",4,"severe","18-29 years",4,0.509554140127389
"45",4,"severe","30-49 years",4,0.305227012590614
"46",4,"severe","50-64 years",14,1.49892933618844
"47",4,"severe","65-74 years",16,3.09178743961353
"48",4,"severe","75+ years",36,9.86301369863014
"49",5,"nonsevere","0-17 years",23902,2196.875
"50",5,"nonsevere","18-29 years",18018,2295.28662420382
"51",5,"nonsevere","30-49 years",6710,512.018313620755
"52",5,"nonsevere","50-64 years",4720,505.353319057816
"53",5,"nonsevere","65-74 years",2139,413.333333333333
"54",5,"nonsevere","75+ years",2292,627.945205479452
"55",5,"severe","0-17 years",0,0
"56",5,"severe","18-29 years",3,0.382165605095541
"57",5,"severe","30-49 years",8,0.610454025181228
"58",5,"severe","50-64 years",14,1.49892933618844
"59",5,"severe","65-74 years",28,5.41062801932367
"60",5,"severe","75+ years",36,9.86301369863014
"61",6,"nonsevere","0-17 years",26117,2400.45955882353
"62",6,"nonsevere","18-29 years",19557,2491.33757961783
"63",6,"nonsevere","30-49 years",7538,575.200305227013
"64",6,"nonsevere","50-64 years",5377,575.695931477516
"65",6,"nonsevere","65-74 years",2373,458.550724637681
"66",6,"nonsevere","75+ years",2647,725.205479452055
"67",6,"severe","0-17 years",0,0
"68",6,"severe","18-29 years",6,0.764331210191083
"69",6,"severe","30-49 years",7,0.534147272033575
"70",6,"severe","50-64 years",25,2.67665952890792
"71",6,"severe","65-74 years",21,4.05797101449275
"72",6,"severe","75+ years",57,15.6164383561644
"73",7,"nonsevere","0-17 years",28055,2578.58455882353
"74",7,"nonsevere","18-29 years",20970,2671.33757961783
"75",7,"nonsevere","30-49 years",8374,638.992750858451
