"","weeks","type","age_group","cases","inc"
"1",1,"nonsevere","0-17 years",9000,827.205882352941
"2",1,"nonsevere","18-29 years",5043,642.420382165605
"3",1,"nonsevere","30-49 years",2095,159.862647844334
"4",1,"nonsevere","50-64 years",1196,128.051391862955
"5",1,"nonsevere","65-74 years",740,142.995169082126
"6",1,"nonsevere","75+ years",706,193.424657534247
"7",1,"severe","0-17 years",0,0
"8",1,"severe","18-29 years",1,0.127388535031847
"9",1,"severe","30-49 years",2,0.152613506295307
"10",1,"severe","50-64 years",6,0.642398286937902
"11",1,"severe","65-74 years",9,1.73913043478261
"12",1,"severe","75+ years",19,5.2054794520548
"13",2,"nonsevere","0-17 years",11734,1078.49264705882
"14",2,"nonsevere","18-29 years",7840,998.726114649682
"15",2,"nonsevere","30-49 years",2898,221.1369706219
"16",2,"nonsevere","50-64 years",1799,192.612419700214
"17",2,"nonsevere","65-74 years",1010,195.169082125604
"18",2,"nonsevere","75+ years",1039,284.657534246575
"19",2,"severe","0-17 years",0,0
"20",2,"severe","18-29 years",2,0.254777070063694
"21",2,"severe","30-49 years",5,0.381533765738268
"22",2,"severe","50-64 years",8,0.856531049250535
"23",2,"severe","65-74 years",14,2.70531400966184
"24",2,"severe","75+ years",24,6.57534246575342
"25",3,"nonsevere","0-17 years",15844,1456.25
"26",3,"nonsevere","18-29 years",11541,1470.19108280255
"27",3,"nonsevere","30-49 years",4391,335.062953071347
"28",3,"nonsevere","50-64 years",2587,276.980728051392
"29",3,"nonsevere","65-74 years",1339,258.743961352657
"30",3,"nonsevere","75+ years",1517,415.616438356164
"31",3,"severe","0-17 years",0,0
"32",3,"severe","18-29 years",2,0.254777070063694
"33",3,"severe","30-49 years",6,0.457840518885921
"34",3,"severe","50-64 years",12,1.2847965738758
"35",3,"severe","65-74 years",10,1.93236714975845
"36",3,"severe","75+ years",29,7.94520547945205
"37",4,"nonsevere","0-17 years",21737,1997.88602941176
"38",4,"nonsevere","18-29 years",16336,2081.01910828025
"39",4,"nonsevere","30-49 years",6150,469.286531858069
"40",4,"nonsevere","50-64 years",3807,407.601713062098
"41",4,"nonsevere","65-74 years",1957,378.16425120773
"42",4,"nonsevere","75+ years",2061,564.657534246575
"43",4,"severe","0-17 years",0,0
"44",4,"severe","18-29 years",2,0.254777070063694
"45",4,"severe","30-49 years",7,0.534147272033575
"46",4,"severe","50-64 years",11,1.17773019271949
"47",4,"severe","65-74 years",24,4.63768115942029
"48",4,"severe","75+ years",46,12.6027397260274
"49",5,"nonsevere","0-17 years",28966,2662.31617647059
"50",5,"nonsevere","18-29 years",21646,2757.45222929936
"51",5,"nonsevere","30-49 years",8425,642.884395268981
"52",5,"nonsevere","50-64 years",5043,539.935760171306
"53",5,"nonsevere","65-74 years",2614,505.12077294686
"54",5,"nonsevere","75+ years",2854,781.917808219178
"55",5,"severe","0-17 years",0,0
"56",5,"severe","18-29 years",5,0.636942675159236
